descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apto para vender no Cond. Renascença, 3 quartos, sul, 78m²;Rua Iolanda Eloy de Medeiros, 101;['78'];[3];[3];[2];380000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-78m2-venda-RS380000-id-2577400657/
Apartamento a venda, Jardim Oceania;-;['59'];[2];[2];[1];225000;140;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-59m2-venda-RS225000-id-2563218145/
Apartamento para Venda em João Pessoa, Ernesto Geisel, 2 dormitórios, 1 suíte, 1 banheiro;Rua Vicente Cozza, 337;['60'];[2];[1];[0];172000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ernesto-geisel-bairros-joao-pessoa-60m2-venda-RS172000-id-2570069436/
JOãO PESSOA - Padrão - Tambaú;-;['67'];[2];[2];[1];626848;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-67m2-venda-RS626848-id-2562318669/
Apartamento para Venda em João Pessoa, Valentina, 2 dormitórios, 2 suítes, 1 banheiro, 1 vaga;Rua Antonio Roberto Duarte de Lima, ;['47'];[2];[1];[1];145000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-valentina-de-figueiredo-bairros-joao-pessoa-com-garagem-47m2-venda-RS145000-id-2580546349/
Cód213 - Apartamento pé na área no Bessa | 53,13 m² | 01 Suíte | sala 02 ambientes | cozinha | área;Rua Anastácio Camilo de Oliveira;['53'];[1];[1];[1];452920;380;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-53m2-venda-RS452920-id-2572699014/
Apartamento para Venda em João Pessoa, Geisel, 4 dormitórios, 3 suítes, 5 banheiros, 2 vagas;-;['200'];[4];[5];[2];800000;288;https://www.vivareal.com.br/imovel/apartamento-4-quartos-geisel-bairros-joao-pessoa-com-garagem-188m2-venda-RS800000-id-2580033708/
Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 2 suítes, 3 banheiros, 2 vagas;Rua Cantora Maria da Glória Gouveia de Vasconcelos, 10;['91'];[3];[3];[2];690000;560;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-91m2-venda-RS690000-id-2577167903/
Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Avenida Governador Argemiro de Figueiredo, ;['48'];[2];[2];[1];314900;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-48m2-venda-RS314900-id-2567137919/
Apartamento para vender, Brisamar, João Pessoa, PB;-;['165'];[4];[4];[3];1155000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-165m2-venda-RS1155000-id-2563218569/
Apartamento para vender, Brisamar, João Pessoa, PB;-;['165'];[4];[4];[3];1178600;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-165m2-venda-RS1178600-id-2563216997/
NOVO CONCEITO NO PORTAL DO SOL, APARTAMENTO C/02 E 03 QUARTOS;-;['31'];[1];[1];[1];170000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portal-do-sol-bairros-joao-pessoa-com-garagem-19m2-venda-RS170000-id-2544952427/
Apartamento com 3 quartos no altiplano;Rua Abelardo da Silva Guimarães Barreto, 28;[];[3];[3];[2];790000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-88m2-venda-RS790000-id-2576195320/
Apartamento à venda, 2 quartos, 2 suítes, 2 vagas, Manaíra - João Pessoa/PB;Rua Juvenal Mário da Silva;['99'];[2];[3];[2];480000;1030;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-99m2-venda-RS480000-id-2569141835/
Apartamento com 3 dormitórios à venda, 90 m² por R$ 675.000,00 - Bessa - João Pessoa/PB;-;['90'];[3];[2];[2];675000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-90m2-venda-RS675000-id-2514515103/
Apartamento para venda com 31 metros quadrados com 1 quarto em Jardim Oceania - João Pessoa - PB;Avenida Campos Sales, 100;[];[1];[2];[];245000;200;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-31m2-venda-RS245000-id-2561346358/
APARTAMENTO 3 QUARTOS - 74M² - JARDIM CIDADE UNIVERSITÁRIA - A 600M DO MERCADO EXTRA;Rua Euclides Rodrigues Oliveira, 1;['75'];[3];[1];[1];210000;220;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-74m2-venda-RS210000-id-2582287279/
Apartamento com 4 dormitórios - Brisamar - João Pessoa/PB;Rua Custódio Domingos dos Santos;['165'];[4];[5];[4];1300000;619;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-165m2-venda-RS1300000-id-2579231021/
Studios, a 100m da praia do Bessa.;-;['39'];[1];[1];[1];320000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-39m2-venda-RS320000-id-2539703471/
Apartamento para Venda em João Pessoa, Gramame, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga;Rua Eletricista Pedro Pontes de Lima, ;['51'];[2];[1];[1];141000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-gramame-bairros-joao-pessoa-com-garagem-51m2-venda-RS141000-id-2580547393/
Excelente Apartamento;Rua Manoel Bezerra Cavalcanti, 100;[];[3];[5];[2];720000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-159m2-venda-RS720000-id-2553893745/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Aeroclube - João Pessoa/PB;Rua Marcelo Lins de Mendonça;['87'];[2];[1];[1];289999;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-aeroclube-bairros-joao-pessoa-com-garagem-48m2-venda-RS289999-id-2558711113/
Apartamento com 3 Quartos à venda, 86 m² por R$ 360.000 - Tambaú - João Pessoa/PB;-;['86'];[3];[2];[2];360000;730;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-86m2-venda-RS360000-id-2583445010/
Apartamento para venda possui 49 metros quadrados com 2 quartos;Rua Antonio Luna Lisboa, 35;[];[2];[1];[1];163000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-redentor-bairros-joao-pessoa-com-garagem-49m2-venda-RS163000-id-2583188191/
Apartamento para venda possui 60 metros quadrados com 2 quartos;Rua Iran Raposo Belmont, 0;['60'];[2];[2];[1];155000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-valentina-de-figueiredo-bairros-joao-pessoa-com-garagem-60m2-venda-RS155000-id-2575144447/
Apartamento com 2 dormitórios à venda, 50 m² por R$ 550.000 - Cabo Branco - João Pessoa/PB;Rua Marcionila da Conceição;['60'];[2];[2];[1];550000;415;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-50m2-venda-RS550000-id-2559831019/
Apartamento para venda possui 38 metros quadrados com 1 quarto em Bancários - João Pessoa - PB;Rua Bancário Waldemar de Mesquita Accioly, 663;['46'];[1];[1];[1];172000;200;https://www.vivareal.com.br/imovel/apartamento-1-quartos-bancarios-bairros-joao-pessoa-com-garagem-38m2-venda-RS172000-id-2573066100/
Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Bessa - João Pessoa/PB;Rua Napoleão Gomes Varela;['83'];[3];[2];[2];458195;627;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-83m2-venda-RS458195-id-2576651842/
Apto Tambaú Rs 260 mil.;-;['40'];[1];[1];[1];260000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-40m2-venda-RS260000-id-2580978640/
Belíssimo apartamento à venda com 4 suítes em Manaíra;Avenida Monteiro da Franca, ;['208'];[4];[5];[3];895000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-208m2-venda-RS895000-id-2558734092/
Repasse no 13 de maio ap térreo;-;['70'];[2];[2];[1];96000;40;https://www.vivareal.com.br/imovel/apartamento-2-quartos-treze-de-maio-bairros-joao-pessoa-com-garagem-70m2-venda-RS96000-id-2568151476/
Apartamento com 3 dormitórios à venda, 87 m² por R$ 470.000,00 - Bessa - João Pessoa/PB;Avenida Governador Argemiro de Figueiredo;['87'];[3];[3];[1];470000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-87m2-venda-RS470000-id-2581586222/
3 suítes em Tambaú - Pronto para morar.;-;['119'];[3];[4];[3];1200000;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-119m2-venda-RS1200000-id-2579198406/
Apartamento com 3 dormitórios à venda, 145 m² por R$ 330.000 - Tambauzinho - João Pessoa/PB;-;['145'];[3];[3];[1];330000;1226;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-145m2-venda-RS330000-id-2583792387/
Apartamentos com 2,3ou 4 suítes no Bessa, João Pessoa - Paraíba.;Rua Telegrafista Elesbão Santiago;[];[2];[2];[1];503000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-62m2-venda-RS503000-id-2569707242/
Apartamento para venda com 68 metros quadrados com 2 quartos em Jardim Oceania - João Pessoa - PB;Rua Josemar Rodrigues de Carvalho, 274;[];[2];[2];[1];480000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-68m2-venda-RS480000-id-2565065488/
Apartamento com 1 ou 2 quartos a beira mar do Cabo Branco - R.I.R-;Avenida Cabo Branco, 2710;['31'];[1];[1];[];442770;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-31m2-venda-RS442770-id-2578049323/
Apartamento no João Paulo/Geisel com 2 Quartos sendo 1 Suíte, Elevador e Salão de Festas;-;[];[2];[2];[];152900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-ii-bairros-joao-pessoa-50m2-venda-RS152900-id-2579678655/
Apartamento com 3 dormitórios à venda, 92 m² por R$ 818.000,00 - Tambaú - João Pessoa/PB;Rua Silvino Lopes, 455;['92'];[3];[3];[2];818000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-92m2-venda-RS818000-id-2562770476/
Apartamento a venda, Miramar;-;['127'];[3];[4];[2];690000;422;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-127m2-venda-RS690000-id-2565334078/
Apartamento com 2 dormitórios à venda, 65 m² por R$ 402.752,31 - Jardim Oceania - João Pessoa/PB;-;['66'];[2];[2];[1];402752;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-66m2-venda-RS402752-id-2514515107/
Apartamento para Venda em João Pessoa, Brisamar, 3 dormitórios, 3 suítes, 1 banheiro, 2 vagas;-;['167'];[3];[1];[2];998000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-com-garagem-167m2-venda-RS998000-id-2579344038/
Apartamento em Tambaú;-;['102'];[3];[3];[1];500000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-102m2-venda-RS500000-id-2575343200/
Apartamento Novo , Nascente, 400m do Mar, com 2 quartos na Praia do Cabo Branco;-;[];[2];[2];[1];598000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-64m2-venda-RS598000-id-2555548647/
Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas;Avenida Sapé, 953;['95'];[3];[3];[2];510000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-95m2-venda-RS510000-id-2571895021/
Apartamento com 3 quartos à Venda, Manaíra - João Pessoa;Rua Maria Eunice Guimarães Fernandes, ;['93'];[3];[2];[2];480000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-93m2-venda-RS480000-id-2581410534/
Apartamento com 2 dormitórios à venda, 53 m² por R$ 593.970 - Jardim Oceania - João Pessoa/PB;Rua Poeta Luiz Raimundo Batista de Carvalho, 230;['53'];[2];[2];[1];593970;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-53m2-venda-RS593970-id-2562767808/
Apartamento com 1 dormitório à venda, 24 m² por R$ 298.568 - Tambaú - João Pessoa/PB;Avenida Antônio Lira;['24'];[1];[1];[1];298568;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-24m2-venda-RS298568-id-2562768236/
Apartamento com varanda e piscina!;-;['52'];[2];[1];[1];157990;50;https://www.vivareal.com.br/imovel/apartamento-2-quartos-mangabeira-bairros-joao-pessoa-com-garagem-52m2-venda-RS157990-id-2584625187/
Apartamento para venda tem 74 metros;Rua Euclides Rodrigues Oliveira;[];[3];[2];[1];210000;220;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-74m2-venda-RS210000-id-2583665100/
Loft Mobiliado Pertinho da Praia no Bessa;Avenida Presidente Café Filho;[];[1];[1];[1];200000;150;https://www.vivareal.com.br/imovel/apartamento-1-quartos-bessa-bairros-joao-pessoa-com-garagem-20m2-venda-RS200000-id-2583685733/
Andar e posição privilegiada!!;Rua Bancário Elias Feliciano Madruga;[];[4];[5];[4];2499000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-246m2-venda-RS2499000-id-2454912269/
Apartamento para venda tem 97 metros quadrados com 3 quartos em Manaíra - João Pessoa - PB;Avenida Sapé;['97'];[3];[4];[2];748000;675;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-97m2-venda-RS748000-id-2579259879/
Vendo apartamento com 183m ² na praia do Cabo Branco todo mobiliado.;-;[];[4];[2];[2];690000;800;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-183m2-venda-RS690000-id-2576805138/
Apartamento Mobiliado no Bessa !;-;['70'];[3];[2];[1];400000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-70m2-venda-RS400000-id-2573742336/
Apartamento para venda possui 62 metros com 2 quartos em Brisamar - João Pessoa - Paraíba;Avenida Governador Argemiro de Figueiredo, 2000;['62'];[2];[1];[2];547547;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-brisamar-bairros-joao-pessoa-com-garagem-68m2-venda-RS547547-id-2543090776/
Apartamento à venda, 3 quartos, 2 suítes, 2 vagas, Bessa - João Pessoa/PB;Rua Napoleão Gomes Varela;['76'];[3];[3];[2];530000;524;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-76m2-venda-RS530000-id-2558714594/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Manaíra - João Pessoa/PB;Avenida Maria Rosa;['66'];[2];[2];[1];569836;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-66m2-venda-RS569836-id-2584521447/
Apartamento para Venda em João Pessoa, Altiplano, 3 dormitórios, 3 suítes, 4 banheiros, 2 vagas;Rua Abelardo da Silva Guimarães Barreto, ;['125'];[3];[4];[2];860000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-125m2-venda-RS860000-id-2580523965/
Apartamento para venda possui 77 metros quadrados com 3 quartos sendo 1 suíte;Rua Helena Freire, 175;[];[3];[2];[1];280000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-77m2-venda-RS280000-id-2581214118/
Apartamento no Bancários com 2 quartos e garagem. Alto Padrão!!!;Rua Empresário João Rodrigues Alves, ;['90'];[3];[2];[1];255000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-paulo-bairros-joao-pessoa-com-garagem-90m2-venda-RS255000-id-2557878734/
Apartamento para Venda, Cruz das armas, 2 dormitórios, 1 suíte, 1 banheiro;Travessa Reinaldo dos Santos, 153;['55'];[2];[1];[0];155000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cruz-das-armas-bairros-joao-pessoa-55m2-venda-RS155000-id-2578479405/
Apartamento ao lado do Parque Parahyba 2, a 260 metros do mar do Bessa!;-;['90'];[3];[1];[2];631400;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-90m2-venda-RS631400-id-2563218955/
Apartamento ao lado do Parque Parahyba 2, a 260 metros do mar do Bessa!;-;['90'];[3];[2];[2];676500;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-90m2-venda-RS676500-id-2563219056/
Alto padrão no Altiplano nobre;-;['170'];[3];[2];[0];2730240;1265;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-170m2-venda-RS2730240-id-2567611880/
Apartamento para venda com 414 metros quadrados com 5 quartos;Avenida João Cirilo da Silva, 110;[];[5];[7];[5];3064000;0;https://www.vivareal.com.br/imovel/apartamento-5-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-414m2-venda-RS3064000-id-2565800413/
Apartamento com 3 quartos à Venda, Bancários - João Pessoa;Rua Bancário Waldemar de Mesquita Accioly, ;['72'];[3];[2];[1];280000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-72m2-venda-RS280000-id-2582339107/
Apartamento em Tambaú - João Pessoa;Rua Silvino Lopes, 527;['49'];[2];[1];[1];395850;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-49m2-venda-RS395850-id-2549461787/
Vendo apartamentos com 3 suítes, padrão e cobertura duplex, no Jardim Oceania.;Rua Deputado Napoleão Abdon da Nóbrega, ;['128'];[3];[4];[2];750000;1400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-128m2-venda-RS750000-id-2560078404/
Apartamento com 5 dormitórios à venda, 414 m² por R$ 4.300.000,00 - Altiplano Cabo Branco - João Pes;Avenida João Cirilo da Silva;['414'];[5];[5];[0];4300000;0;https://www.vivareal.com.br/imovel/apartamento-5-quartos-altiplano-cabo-branco-bairros-joao-pessoa-414m2-venda-RS4300000-id-2578381663/
Flats em localização privilegiada no bairro Jardim Oceania!;-;['25'];[1];[1];[1];237500;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-25m2-venda-RS237500-id-2539705693/
Apartamento à venda com 3 quartos todo projetado, 96m2 em Manaíra - João Pessoa/PB por R$600.000;Avenida Sapé;['96'];[3];[4];[2];600000;675;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-96m2-venda-RS600000-id-2559225909/
Apartamento com 2 dormitórios à venda, 56 m² por R$ 284.900,00 - Bessa - João Pessoa/PB;-;['56'];[2];[2];[1];284900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-56m2-venda-RS284900-id-2576902389/
Apartamento à venda, Altiplano;-;['60'];[2];[2];[2];220000;180;https://www.vivareal.com.br/imovel/apartamento-2-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-60m2-venda-RS220000-id-2563218789/
Apartamento com 120 m2, 3 quartos S/ 1 suíte em Miramar;-;[];[3];[1];[0];520000;609;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-120m2-venda-RS520000-id-2550753454/
Apartamento com 3 dormitórios à venda, 80 m² por R$ 562.900,00 - Bessa - João Pessoa/PB;-;['85'];[3];[2];[2];562900;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-80m2-venda-RS562900-id-2578349904/
